gfst_name,gfst_classes
yesno,"class yesno(GeneralSemanticType):

    def __init__(self):
        self.description = 'Yes or No represented as 1 or 0'
        self.format = 'Should be either 1 or 0'
        self.examples = [1, 0, 1, 0, 1]

    def super_cast(self, val):
        try:
            int_val = int(val)
            if int_val in [0, 1]:
                return int_val
            else:
                raise Exception('Invalid input')
        except ValueError:
            raise Exception('Invalid input')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [0, 1]:
            return True
        else:
            return False"
specimen,"class specimen(GeneralSemanticType):
    def __init__(self):
        super().__init__()
        self.description = 'Specimen count'
        self.format = 'Specimen count should be an integer'
        self.examples = [1, 4, 5, 9, 10]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            return np.nan

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and 1 <= casted_val <= 10:
            return True
        else:
            return False"
gestageweek,"class gestageweek(GeneralSemanticType):
    def __init__(self):
        self.description = 'Gestational age in weeks'
        self.format = 'Gestational age should be a floating point number rounded to 2 decimal places'
        self.examples = [27.29, 26.14, 27.215, 28.0, 29.0]

    def super_cast(self, val):
        try:
            return round(float(val), 2)
        except ValueError:
            raise Exception(f'Cannot cast value {val} to float')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and 0 <= casted_val:
            return True
        else:
            return False"
blocknumber,"class blocknumber(GeneralSemanticType):

    def __init__(self):
        self.description = 'The block number in a sequence of blocks'
        self.format = 'Block numbers are represented as floating point numbers'
        self.examples = [2.0, 4.0, 8.0, 10.0, 12.0]

    def super_cast(self, val):
        try:
            casted_val = float(val)
            if math.isnan(casted_val):
                raise ValueError(""Not a number"")
            return casted_val
        except (ValueError, TypeError):
            raise Exception(""Invalid value. Expected a number"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val < 0 or casted_val == float('inf'):
            return False
        return True"
coursesection,"class coursesection(GeneralSemanticType):

    def __init__(self):
        self.description = 'Different sections of a course'
        self.format = 'Course sections are represented as strings'
        self.examples = ['SET', 'Online', 'CD', 'SET', 'Online']

    def super_cast(self, val):
        return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in self.examples:
            return True
        else:
            return False"
courseorganizationrating,"class courseorganizationrating(GeneralSemanticType):
    def __init__(self):
        self.description = ""Rating of course organization""
        self.format = ""Ratings are represented as floating point numbers between 0 and 5""
        self.examples = [1.0, 2.5, 3.0, 4.5, 5.0]

    def super_cast(self, val):
        try:
            float_val = float(val)
        except ValueError:
            return float('nan')
        return float_val

    def validate(self, val):
        casted_val = self.super_cast(val)
        if math.isnan(casted_val):
            return True
        elif 0 <= casted_val <= 5:
            return True
        else:
            return False
"
eventsequencingrating,"class eventsequencingrating(GeneralSemanticType):

    def __init__(self):
        self.description = 'Rating of sequencing of events/coordination of events'
        self.format = 'Ratings are represented as floating point numbers between 0 and 5'
        self.examples = [1.0, 2.0, 3.0, 4.0, 5.0]

    def super_cast(self, val):
        if math.isnan(val):
            return float('nan')
        else:
            return float(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if not np.isnan(casted_val) and 0 <= casted_val <= 5:
            return True
        else:
            return False"
examrating,"class examrating(GeneralSemanticType):
    def __init__(self):
        self.description: str = 'Rating of exams/quizzes'
        self.format: str = 'Floating point numbers between 0 and 5'
        self.examples: list = [1.0, 2.0, 3.0, 4.0, 5.0]

    def super_cast(self, val):
        if isinstance(val, (int, float)) or (isinstance(val, str) and val.replace('.','',1).isdigit()):
            float_val = float(val)
            if 0 <= float_val <= 5:
                return float_val
            else:
                return float('nan')
        else:
            return float('nan')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if math.isnan(casted_val):
            return False
        elif 0 <= casted_val <= 5:
            return True
        else:
            return False"
lecturecontentrating,"class lecturecontentrating(GeneralSemanticType):

    def __init__(self):
        self.description: str = 'Rating of lecture content organization'
        self.format: str = 'Ratings are represented as floating point numbers between 0 and 5'
        self.examples: list = [1.0, 2.0, 3.0, 4.0, 5.0]

    def super_cast(self, val):
        try:
            # Convert to float and handle nan
            float_val = float(val)
            return float_val if not math.isnan(float_val) else float('nan')
        except ValueError:
            return float('nan')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if (casted_val >= 0 and casted_val <= 5) or math.isnan(casted_val):
            return True
        else:
            return False"
teachingmodalitiesrating,"class teachingmodalitiesrating(GeneralSemanticType):

    def __init__(self):
        self.description: str = 'Rating of specific teaching modalities'
        self.format: str = 'Ratings are represented as floating point numbers between 0 and 5'
        self.examples: list = [1.0, 2.0, 3.0, 4.0, 5.0]

    def super_cast(self, val):
        if math.isnan(val):
            return float('nan')
        else:
            return float(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val >= 0 and casted_val <= 5:
            return True
        else:
            return False"
